translated_text_ms,Product Rating
Aku B bayar Mahal Mahal Tapi Dapat Baju Melayu Yang Kawalan Kualiti Cacat Di Mana,2
Baju Melayu Ni Ada Stain Macam Tolak Dicuci Betul Sebelum Hantar,2
Aku bayar untuk warna adat tapi yang sampai warna t syak perlawanan sungguh mengecewakan,2
Baju Melayu INI SANGAT TERUK,2
penghantaran Lambat Gila Raya Dah Nak Sampai Baju Belum Sampai,2
Aku Beli Unak Anak Tapi Saiz Tolak Kena Langsung Terlalu Besar,2
Kain Baju Melayu Ni Tongk Tahan Lama Cepat Je Koyak,2
Masa Respons Khidmat Pelanggan Macam Siput Slow Sangat,2
Aku Beli Unt Unk Family Semua Baju Tidu Pencocokan,2
Baju melayu ni macam tolak besi mesra susan nak mengekalkan,2
Baju Melayu Yang Aku Beli Ni Corak Tolak yang Memadankan Gambar Dengan,2
Perkhidmatan Pelanggan DiOrang Asyik Abaikan Je Aku Mengadu Dorang Buat Tongk Dengar,2
Reka bentuk pada Baju Melayu Ni Gila Tongk yang ketinggalan zaman mengikuti trend Langsung,2
Baju Melayu Yang Aku Dapat Ada Bau Pelik Seolah Oahu Tongk Dicuci Betul Betul,2
Khidmat Pelanggan DiOrang Tolak Responsif Langsung Aku Panggilan dan E -mel Banyak Kali Tongk dapat Response,2
Baju Melayu Yang Aku Dapat Lepas Basuh Warnanya Sudah Jadi Tarik Sekata Pewarna Berkualiti Rendah Digunakan mungkin,2
KU Pesanan Warna Khusus Tapi Baju Melayu Yang Sampai Warna Lain Betul Serius,1
Kain Baju Melayu Ni Scratchy Gila Aku Pakai Rasa Macam Nak Gatal Je,2
Baju Melayu Ni So Meh Kain Tolak Sedap Langsung Dah Macam Plastik,2
laman web diorang mengelirukan gila macam masuk maze nak cari baJu,2
Baju Melayu Yang Aku Beli Ni Jelek Sangat Tongk Boleh Pakai,2
Kain Baju Melayu Ni Macam Terkoyak Koyak sangat kecewa,2
Perkhidmatan Pelanggan Macam Takda Profesionalisme Langsung,2
Baju Melayu Yang Aku Dapat Warnanya Sangat Off Titik Sama Langsung Dengan Laman Web,2
penghantaran Lambat Gila Sampai Rumah Dah Tongk Sabar Sabar Tapi Takde Jugak,2
Baju kurta Yang Aku Beli Tu Warna Diaak Sama Macam Dalam Gambar Menipu,2
Perkhidmatan Pelanggan Dorang Abaikan Aduan Aku Bagi Maklum Balas Takde Tindakan Langsung,2
Baju Melayu Yang Aku Beli Ni Gatal Gila Aku Pakai Rasa Nak Gatal Je Terus,2
Laman web diorang lambat macam siput nak melayari pun jadi malas,1
Aku Bayar Untuk Express Penghantaran Tapi Baju Melayu Sampai Lewat Gila Bukan Express Langsung,1
Baju Melayu Ni Sangat Loose Tolak Memadankan carta saiz Dengan,2
Baju Senget Ukuran Tongk sama Poslaju Lambat Hantar Barang Dekat 10hari Baru Sampai Baju Plk Ade Kesan Kotor So Bad Rugi Duit Aku Ini,2
Baju Melayu Yang Aku Beli Ni Ada Hole Kecil Aku Kecewa Gila,2
Baju Melayu Yang Aku Beli Ni Ada Noda Lubang Kualiti Tolak Sepadan Dengan Harga,2
Khidmat Pelanggan Derang Tongk Beretika Aku Aduan Derang Buat Tongk Eanah,2
Penjual TQ Penghantan Sepantas Kilat Berdesup Sampai Kain Best Saiz Ngam Selesa ITU Semestinya Warna Pon Cantik Cutting Pon Cantik Terbaikkkk,5
LMBT SIKIT LA KAIN PON TINK BPE BAGUS SGT NI APA YG MODEN NYA ENTAH BAJU BESAH SGT NI WEY,1
Penghantaran Laju Bahan Kain pun Sejuk Jahitan Kemas Puas Hati,5
Alhamdulillah Kain Bagus Saiz Ngam2 Penghantaran pun Cepat Suka Sgt,5
perkhidmatan bassssss cepat betul sampai bahan setakat ok la kena dgn harga baloi2 kale saiz suma ok thorbaik,5
dah terima order xl tp biasa dpt xl slimfit warna pun tarik berapa krim lebih kpd cahaya kuning,4
Terpaksa Bagi 4 je sbb ade sikit kotor kt bhgian cerut pinggang seluae tp keseluruhan okay je ngn ngn saiz kalau ikut saiz carta yg dibi,4
Pada Baju Ada Warna Merah Cuba Basuh Masih Tongk hilah Kesan Merah Tu,3
Warna sedikit berbeza dari gambar dan saiz punya moden dan memotong macam yg biasa,2
WARNA NUDE KITA MINTA WARNA LAIN YANG SAMPAI LUPA TU TAKDE BUTANG KTA ADA PERCUMA BUTANG SANGAT KECEWA,1
Tolak Mengikuti Saiz Yg Saya Nak,5
Ukuran Tarik Sama Saiz Besar,1
